id,closed_at,created_at,created_at_est,number,test,total_price,subtotal_price,total_weight,total_tax,taxes_included,currency,financial_status,confirmed,total_discounts,total_line_items_price,cancelled_at,cancel_reason,total_price_usd,reference,user_id,location_id,source_identifier,source_url,processed_at,device_id,customer_locale,app_id,browser_ip,landing_site_ref,order_number,discount_code,discount_amount,discount_type,payment_gateway_names,processing_method,checkout_id,source_name,fulfillment_status,tags,variant_id,title,quantity,price,sku,variant_title,vendor,fulfillment_service,product_id,requires_shipping,taxable,gift_card,name,product_exists,fulfillable_quantity,customer_country,customer_state,customer_city,customer_zip,shipping_code,orders_count,user_agent
191918243853,2018-02-02 14:30:49,2018-01-30 20:32:54,2018-01-30 15:32:54-05:00,256147,False,40.09,35.10,150,0.00,False,USD,paid,True,3.90,39.00,,,40.09,,,,,,2018-01-30 20:32:54,,en,580111,76.220.13.70,,257147,LOVETOREAD,3.90,percentage,['stripe'],direct,377426345997,web,fulfilled,,25457154113,Anne of Green Gables,1,39.00,gables_scarf_inf,Infinity,Litographs,manual,7833228097,True,True,False,Anne of Green Gables - Infinity,True,0,United States,California,Denair,95316,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191881314317,2018-02-06 13:30:35,2018-01-30 19:58:55,2018-01-30 14:58:55-05:00,256146,False,76.50,72.00,680,4.50,False,USD,paid,True,0.00,72.00,,,76.50,,,,,,2018-01-30 19:58:55,,en,580111,173.76.230.112,,257146,0,0,Blank,['stripe'],direct,379537129485,web,fulfilled,,25510997569,Romeo and Juliet,1,24.00,romeo_18x24,18x24,Litographs,manual,136086129,True,True,False,Romeo and Juliet - 18x24,True,0,United States,Massachusetts,Marlborough,01752-4620,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
191832489997,2018-02-02 14:30:46,2018-01-30 19:16:16,2018-01-30 14:16:16-05:00,256145,False,44.10,44.10,150,0.00,False,USD,paid,True,4.90,49.00,,,44.10,,,,,,2018-01-30 19:16:16,,en,580111,199.111.226.136,,257145,LOVETOREAD,4.90,percentage,['stripe'],direct,379441905677,web,fulfilled,,27773941953,Custom Scarf,1,49.00,custom_scarf_inf,Infinity / Single Scarf,Litographs,manual,8288574337,True,True,False,Custom Scarf - Infinity / Single Scarf,True,0,United States,Virginia,Huntingtown,22903,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191813812237,2018-02-02 00:30:33,2018-01-30 19:00:22,2018-01-30 14:00:22-05:00,256144,False,38.99,34.00,150,0.00,False,USD,paid,True,0.00,34.00,,,38.99,,,,,,2018-01-30 19:00:22,,en,580111,107.10.243.103,,257144,0,0,Blank,['stripe'],direct,379401994253,web,fulfilled,,25507021825,The Princess Bride,1,34.00,pb2_tee_vneck,Women's V-Neck,Litographs,manual,3684131009,True,True,False,The Princess Bride - Women's V-Neck,True,0,United States,Ohio,novelty,44072,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:58.0) Gecko/20100101 Firefox/58.0
191750275085,2018-02-02 14:30:49,2018-01-30 18:06:47,2018-01-30 13:06:47-05:00,256143,False,68.00,68.00,604,0.00,False,USD,paid,True,0.00,68.00,,,68.00,,,,,,2018-01-30 18:06:47,,en,580111,73.138.254.78,,257143,0,0,Blank,['stripe'],direct,362935353357,web,fulfilled,,25477424833,The Great Gatsby,1,29.00,gatsby_tote,,Litographs,manual,151547461,True,True,False,The Great Gatsby,True,0,United States,Florida,Cutler Bay,33189,USPS First Class (Delivery 3-5 days after Estimated Ship Date),2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191737593869,2018-02-02 09:30:33,2018-01-30 17:55:51,2018-01-30 12:55:51-05:00,256142,False,38.99,34.00,150,0.00,False,USD,paid,True,0.00,34.00,,,38.99,,,,,,2018-01-30 17:55:51,,en,580111,12.165.188.173,,257142,0,0,Blank,['stripe'],direct,379256864781,web,fulfilled,,25505337345,Macbeth,1,34.00,macbeth_tee_unisex,Unisex,Litographs,manual,370935157,True,True,False,Macbeth - Unisex,True,0,United States,Michigan,Belleville,48111,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
191714164749,2018-02-02 03:30:34,2018-01-30 17:34:21,2018-01-30 12:34:21-05:00,256141,False,25.99,21.00,454,0.00,False,USD,paid,True,0.00,21.00,,,25.99,,,,,,2018-01-30 17:34:21,,en,580111,32.214.175.109,,257141,0,0,Blank,['stripe'],direct,379207024653,web,fulfilled,,40378108173,Their Eyes Were Watching God,1,21.00,eyes_origtote,,Litographs,manual,10423522445,True,True,False,Their Eyes Were Watching God,True,0,United States,Connecticut,New Haven,06515,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191666323469,2018-02-02 14:30:46,2018-01-30 16:51:22,2018-01-30 11:51:22-05:00,256140,False,43.99,39.00,150,0.00,False,USD,paid,True,0.00,39.00,,,43.99,,,,,,2018-01-30 16:51:22,,en,580111,38.140.212.203,,257140,0,0,Blank,['stripe'],direct,379074478093,web,fulfilled,,43991651533,The Lightning Thief,1,39.00,lightning_scarf_inf,Infinity,Litographs,manual,10724559309,True,True,False,The Lightning Thief - Infinity,True,0,United States,North Carolina,Chapel Hill,27514,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.119 Safari/537.36"
191661244429,2018-02-02 01:30:39,2018-01-30 16:46:36,2018-01-30 11:46:36-05:00,256139,False,0.00,0.00,,0.00,False,USD,paid,True,0.00,0.00,,,0.00,,,,,,2018-01-30 16:46:36,,,1039724,,,257139,0,0,Blank,[],,,1039724,fulfilled,,25504572737,Anne of Green Gables,1,0.00,gables_tee_vneck,Women's V-Neck,Litographs,manual,151523525,True,True,False,Anne of Green Gables - Women's V-Neck,True,0,United States,Texas,Ben Wheeler,75754,,2,
191648628749,2018-02-02 01:30:39,2018-01-30 16:35:23,2018-01-30 11:35:23-05:00,256138,False,35.59,30.60,150,0.00,False,USD,paid,True,3.40,34.00,,,35.59,,,,,,2018-01-30 16:35:23,,en,580111,168.244.5.54,,257138,LOVETOREAD,3.40,percentage,['stripe'],direct,379079884813,web,fulfilled,,25505848385,Pride and Prejudice,1,34.00,prejudice_tee_vneck,Women's V-Neck,Litographs,manual,1833843265,True,True,False,Pride and Prejudice - Women's V-Neck,True,0,United States,North Carolina,Huntersville,28078,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191578865677,2018-02-06 07:30:35,2018-01-30 15:33:42,2018-01-30 10:33:42-05:00,256137,False,53.00,53.00,377,0.00,False,USD,paid,True,0.00,53.00,,,53.00,,,,,,2018-01-30 15:33:42,,en,580111,174.221.143.69,,257137,0,0,Blank,['stripe'],direct,378931249165,web,fulfilled,,25511900737,The Phantom of the Opera,1,19.00,phantom_12x16,12x16 Matted,Litographs,manual,130570719,True,True,False,The Phantom of the Opera - 12x16 Matted,True,0,United States,Illinois,Decatur,62526,USPS First Class (Delivery 3-5 days after Estimated Ship Date),2,"Mozilla/5.0 (Linux; Android 7.1.1; XT1635-01 Build/NDNS26.118-23-12-7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.123 Mobile Safari/537.36"
191576539149,2018-02-06 13:30:49,2018-01-30 15:31:44,2018-01-30 10:31:44-05:00,256136,False,31.09,26.10,10886,0.00,False,USD,paid,True,2.90,29.00,,,31.09,,,,,,2018-01-30 15:31:44,,en,580111,73.180.64.28,,257136,LOVETOREAD,2.90,percentage,['stripe'],direct,376093114381,web,fulfilled,,27743872641,A Brief History of Time,1,29.00,brief_24x36,24x36,Litographs,manual,8281295681,True,True,False,A Brief History of Time - 24x36,True,0,United States,South Carolina,Sullivan's Island,29482,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191531417613,2018-02-02 04:30:42,2018-01-30 14:43:30,2018-01-30 09:43:30-05:00,256135,False,33.99,29.00,454,0.00,False,USD,paid,True,0.00,29.00,,,33.99,,,,,,2018-01-30 14:43:30,,en,580111,74.207.56.114,,257135,0,0,Blank,['stripe'],direct,378864304141,web,fulfilled,,284011626509,Frog and Toad,1,29.00,frogtoad_tote,,Litographs,manual,33247526925,True,True,False,Frog and Toad,True,0,United States,Iowa,Decorah,52101,USPS First Class (Delivery 3-5 days after Estimated Ship Date),2,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191479709709,2018-02-06 09:30:34,2018-01-30 13:32:41,2018-01-30 08:32:41-05:00,256134,False,23.99,19.00,227,0.00,False,USD,paid,True,0.00,19.00,,,23.99,,,,,,2018-01-30 13:32:41,,en,580111,50.235.25.254,,257134,0,0,Blank,['stripe'],direct,378748796941,web,fulfilled,,25510542337,Alice’s Adventures in Wonderland,1,19.00,wonderland_12x16,12x16 Matted,Litographs,manual,174678461,True,True,False,Alice’s Adventures in Wonderland - 12x16 Matted,True,0,United States,Maryland,Salisbury,21804,USPS First Class (Delivery 3-5 days after Estimated Ship Date),4,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191425576973,2018-02-02 14:30:43,2018-01-30 12:00:05,2018-01-30 07:00:05-05:00,256133,False,68.00,68.00,301,0.00,False,USD,paid,True,0.00,68.00,,,68.00,,,,,,2018-01-30 12:00:05,,en,580111,24.1.127.195,,257133,0,0,Blank,['stripe'],direct,378625130509,web,fulfilled,,25505874945,Pulp Fiction,1,34.00,pulp1_tee_unisex,Unisex,Litographs,manual,3618293057,True,True,False,Pulp Fiction - Unisex,True,0,United States,Illinois,Norridge,60706,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191322062861,2018-02-02 14:30:35,2018-01-30 08:52:39,2018-01-30 03:52:39-05:00,256132,False,43.99,34.00,150,0.00,False,USD,paid,True,0.00,34.00,,,43.99,,,,,,2018-01-30 08:52:39,,en,580111,49.195.84.196,,257132,0,0,Blank,['stripe'],direct,375812620301,web,fulfilled,,35377345421,Outlander,1,34.00,outlandersolid_tee_unisex,Unisex,Litographs,manual,9545537549,True,True,False,Outlander - Unisex,True,0,Australia,New South Wales,Glenbrook,2773,Asendia (Delivery 15-30 days after Estimated Ship Date),1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191306203149,2018-02-06 13:30:44,2018-01-30 08:26:17,2018-01-30 03:26:17-05:00,256131,False,38.99,24.00,227,0.00,False,USD,paid,True,0.00,24.00,,,38.99,,,,,,2018-01-30 08:26:17,,en,580111,1.136.109.191,,257131,0,0,Blank,['stripe'],direct,378395852813,web,fulfilled,,25510542145,Alice’s Adventures in Wonderland,1,24.00,wonderland_18x24,18x24,Litographs,manual,174678461,True,True,False,Alice’s Adventures in Wonderland - 18x24,True,0,Australia,Victoria,Maiden Gully,3551,Asendia (Delivery 15-30 days after Estimated Ship Date),1,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_4 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G35 [FBAN/MessengerForiOS;FBAV/149.0.0.34.93;FBBV/87964402;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/9.3.4;FBSS/2;FBCR/Telstra;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/0]"
191260753933,2018-02-02 14:30:48,2018-01-30 06:42:02,2018-01-30 01:42:02-05:00,256130,False,43.99,39.00,150,0.00,False,USD,paid,True,0.00,39.00,,,43.99,,,,,,2018-01-30 06:42:02,,en,580111,72.190.234.125,,257130,0,0,Blank,['stripe'],direct,378269892621,web,fulfilled,,28348630593,War and Peace,1,39.00,warpeace_scarf_inf,Infinity,Litographs,manual,8416802241,True,True,False,War and Peace - Infinity,True,0,United States,Michigan,Ann Arbor,48104,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0 Mobile/15D60 Safari/604.1"
191232311309,2018-02-06 13:30:39,2018-01-30 05:49:44,2018-01-30 00:49:44-05:00,256129,False,28.99,24.00,227,0.00,False,USD,paid,True,0.00,24.00,,,28.99,,,,,,2018-01-30 05:49:44,,en,580111,68.3.13.119,,257129,0,0,Blank,['stripe'],direct,378200621069,web,fulfilled,,25510862337,Just So Stories,1,24.00,justso_18x24,18x24,Litographs,manual,123565054,True,True,False,Just So Stories - 18x24,True,0,United States,Virginia,Virginia Beach,23462,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191200198669,2018-02-02 01:30:36,2018-01-30 05:03:32,2018-01-30 00:03:32-05:00,256128,False,35.59,30.60,150,0.00,False,USD,paid,True,3.40,34.00,,,35.59,,,,,,2018-01-30 05:03:32,,en,580111,70.182.111.135,,257128,LOVETOREAD,3.40,percentage,['stripe'],direct,378120830989,web,fulfilled,,25504749121,Don Quixote,1,34.00,quixote_tee_vneck,Women's V-Neck,Litographs,manual,151523909,True,True,False,Don Quixote - Women's V-Neck,True,0,United States,Arkansas,Siloam Springs,72761,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191188467725,2018-02-02 14:30:45,2018-01-30 04:47:50,2018-01-29 23:47:50-05:00,256127,False,40.09,35.10,150,0.00,False,USD,paid,True,3.90,39.00,,,40.09,,,,,,2018-01-30 04:47:50,,en,580111,137.146.120.251,,257127,LOVETOREAD,3.90,percentage,['stripe'],direct,378080952333,web,fulfilled,,28346014401,A Little Princess,1,39.00,princess_scarf_inf,Infinity,Litographs,manual,8416145025,True,True,False,A Little Princess - Infinity,True,0,United States,Maine,Waterville,04901,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
191166906381,2018-02-02 00:30:31,2018-01-30 04:24:08,2018-01-29 23:24:08-05:00,256126,False,35.59,30.60,150,0.00,False,USD,paid,True,3.40,34.00,,,35.59,,,,,,2018-01-30 04:24:08,,en,580111,97.119.249.59,,257126,LOVETOREAD10,3.40,percentage,['stripe'],direct,378031177741,web,fulfilled,,25505529153,On the Origin of Species,1,34.00,darwin_tee_unisex,Unisex,Litographs,manual,151526001,True,True,False,On the Origin of Species - Unisex,True,0,United States,Pennsylvania,Ridley Park,19078,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
191163039757,2018-02-06 13:30:34,2018-01-30 04:20:05,2018-01-29 23:20:05-05:00,256125,False,28.99,24.00,227,0.00,False,USD,paid,True,0.00,24.00,,,28.99,,,,,,2018-01-30 04:20:05,,en,580111,96.248.37.212,,257125,0,0,Blank,['stripe'],direct,378019381261,web,fulfilled,,25510937473,Outlander,1,24.00,outlander_18x24,18x24,Litographs,manual,1989311361,True,True,False,Outlander - 18x24,True,0,United States,New Jersey,Ridgefield Park,07660,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7"
191133548557,2018-02-02 08:30:37,2018-01-30 03:59:52,2018-01-29 22:59:52-05:00,256124,False,0.00,0.00,,0.00,False,USD,paid,True,0.00,0.00,,,0.00,,,,,,2018-01-30 03:59:52,,,1039724,,,257124,0,0,Blank,[],,,1039724,fulfilled,,25503269761,Throne of Glass,1,0.00,glass2_tote,,Litographs,manual,3928529345,True,True,False,Throne of Glass,True,0,United States,California,SHERMAN OAKS,91403-4335,,2,
191099305997,2018-02-02 14:30:48,2018-01-30 03:22:49,2018-01-29 22:22:49-05:00,256123,False,70.20,70.20,301,0.00,False,USD,paid,True,7.80,78.00,,,70.20,,,,,,2018-01-30 03:22:49,,en,580111,71.29.74.191,,257123,LOVETOREAD,7.80,percentage,['stripe'],direct,377895419917,web,fulfilled,,27558131905,Outlander,2,39.00,outlander_scarf_inf,Infinity,Litographs,manual,8239361537,True,True,False,Outlander - Infinity,True,0,United States,Georgia,Rochelle,31079,USPS First Class (Delivery 3-5 days after Estimated Ship Date),2,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.119 Safari/537.36"
191074172941,2018-02-06 02:30:36,2018-01-30 02:56:48,2018-01-29 21:56:48-05:00,256122,False,72.25,68.00,45586,4.25,False,USD,paid,True,0.00,68.00,,,72.25,,,,,,2018-01-30 02:56:48,,en,580111,73.227.231.53,,257122,0,0,Blank,['stripe'],direct,377835126797,web,fulfilled,,25512046721,Walden,1,19.00,walden_12x16,12x16 Matted,Litographs,manual,109562444,True,True,False,Walden - 12x16 Matted,True,0,United States,Massachusetts,Sharon,02067,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Linux; Android 7.0; SM-T710 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.123 Safari/537.36"
191064178701,2018-02-02 14:30:44,2018-01-30 02:46:44,2018-01-29 21:46:44-05:00,256121,False,43.99,39.00,150,0.00,False,USD,paid,True,0.00,39.00,,,43.99,,,,,,2018-01-30 02:46:44,,en,580111,174.45.86.165,,257121,0,0,Blank,['stripe'],direct,377816023053,web,fulfilled,,27558131905,Outlander,1,39.00,outlander_scarf_inf,Infinity,Litographs,manual,8239361537,True,True,False,Outlander - Infinity,True,0,United States,Montana,Belgrade,59714,USPS First Class (Delivery 3-5 days after Estimated Ship Date),1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
