id,order_id,created_at,created_at_est,_sku,name,price,quantity,title,variant_title,total_discount,fulfillable_quantity,fulfillment_status,gift_card,grams,product_exists,product_id,_inventory,requires_shipping,sku,tax_lines,taxable,variant_id,variant_inventory_management,vendor,estimated_ship_date,_inventory_source,test,total_tax,financial_status,cancelled_at,order_discount_amount,country,state,city,zip_code,orders_count
356994383885,193057193997,2018-01-31 19:19:18,2018-01-31 14:19:18-05:00,wizard_tee_vneck_l_lightgreen,The Wonderful Wizard of Oz - Women's V-Neck,0.00,1,The Wonderful Wizard of Oz,Women's V-Neck,0.00,0,fulfilled,False,150,True,387195245,false,True,wizard_tee_vneck,[],True,25507295553,,Litographs,,,False,0.00,paid,,0,United States,Missouri,Richmond Heights,63117-1621,2
356981145613,193050869773,2018-01-31 19:15:00,2018-01-31 14:15:00-05:00,strunk_18x24_bw,The Elements of Style - 18x24,24.00,1,The Elements of Style,18x24,0.00,0,fulfilled,False,227,True,408717645,false,True,strunk_18x24,[],True,25511696961,,Litographs,,,False,0.00,paid,,0,United States,Michigan,Royal Oak,48067,2
356908072973,193012891661,2018-01-31 18:45:28,2018-01-31 13:45:28-05:00,lightning_tee_kids_l_burgundy,The Lightning Thief - Children's,34.00,1,The Lightning Thief,Children's,0.00,0,fulfilled,False,150,True,10724499533,false,True,lightning_tee_kids,[],True,43990667021,,Litographs,,,False,0.00,paid,,0,United States,Maryland,Baltimore,21216,3
356876976141,192997064717,2018-01-31 18:32:48,2018-01-31 13:32:48-05:00,women_scarf_inf_script_forestgreen,Little Women - Infinity,39.00,1,Little Women,Infinity,0.00,0,fulfilled,False,150,True,7832998017,false,True,women_scarf_inf,[],True,25455603073,,Litographs,,,False,0.00,paid,,0,United States,Illinois,Park Ridge,60068,1
356868620301,192993099789,2018-01-31 18:29:30,2018-01-31 13:29:30-05:00,cthulhu_tee_unisex_2xl_bw,The Call of Cthulhu - Unisex,34.00,1,The Call of Cthulhu,Unisex,0.00,0,fulfilled,False,150,True,343466537,true,True,cthulhu_tee_unisex,[],True,25506404545,,Litographs,,default,False,0.00,paid,,0,United States,Texas,ROANOKE,76262,1
356818944013,192966361101,2018-01-31 18:08:41,2018-01-31 13:08:41-05:00,women_scarf_inf_script_navyblue,Little Women - Infinity,39.00,1,Little Women,Infinity,0.00,0,fulfilled,False,150,True,7832998017,true,True,women_scarf_inf,[],True,25455603073,,Litographs,,,False,0.00,paid,,3.90,United States,South Carolina,Johns Island,29455,1
356807606285,192960757773,2018-01-31 18:04:13,2018-01-31 13:04:13-05:00,eyre_tee_vneck_l_navyblue1,Jane Eyre - Women's V-Neck,34.00,1,Jane Eyre,Women's V-Neck,0.00,0,fulfilled,False,150,True,151525139,true,True,eyre_tee_vneck,[],True,25505167169,,Litographs,,quickship,False,0.00,paid,,0,United States,Minnesota,Minneapolis,55418,1
356742627341,192925728781,2018-01-31 17:37:25,2018-01-31 12:37:25-05:00,android_tee_unisex_m_bw,Android - Unisex,34.00,1,Android,Unisex,0.00,0,fulfilled,False,150,True,8428039949,false,True,android_tee_unisex,[],True,28418787277,,Litographs,,,False,0.00,paid,,0,France,,Meudon La Foret,92360,1
356742660109,192925728781,2018-01-31 17:37:25,2018-01-31 12:37:25-05:00,custom_scarf_inf_sans_darkblue_CID1517420000455416,Custom Scarf - Infinity / Single Scarf,49.00,1,Custom Scarf,Infinity / Single Scarf,0.00,0,fulfilled,False,150,True,8288574337,false,True,custom_scarf_inf,[],True,27773941953,,Litographs,,,False,0.00,paid,,0,France,,Meudon La Foret,92360,1
356739219469,192924450829,2018-01-31 17:36:39,2018-01-31 12:36:39-05:00,oz_scarf_inf_script_navyblue,The Wonderful Wizard of Oz - Infinity,39.00,1,The Wonderful Wizard of Oz,Infinity,0.00,0,fulfilled,False,150,True,8161729089,false,True,oz_scarf_inf,[],True,27124759041,,Litographs,,,False,0.00,paid,,0,United States,Utah,Sandy,84094,1
356693180429,192901087245,2018-01-31 17:19:17,2018-01-31 12:19:17-05:00,pb3book_18x24_brown,The Princess Bride - 18x24,24.00,1,The Princess Bride,18x24,0.00,0,fulfilled,False,227,True,3684167681,false,True,pb3_18x24,[],True,25511930817,,Litographs,,,False,0.00,paid,,0,United States,Louisiana,Saint Amant,70774,1
356683087885,192896761869,2018-01-31 17:15:42,2018-01-31 12:15:42-05:00,mazerunner_tee_vneck_s_bw,The Maze Runner - Women's V-Neck,34.00,1,The Maze Runner,Women's V-Neck,0.00,0,fulfilled,False,150,True,9745128013,false,True,mazerunner_tee_vneck,[],True,36479201933,,Litographs,,,False,0.00,paid,,0,Canada,Alberta,Airdrie,T4A 1N2,1
356669358093,192889421837,2018-01-31 17:10:31,2018-01-31 12:10:31-05:00,custom_scarf_inf_serif_burgundy_CID1517418269906450,Custom Scarf - Infinity / Single Scarf,49.00,1,Custom Scarf,Infinity / Single Scarf,0.00,0,fulfilled,False,150,True,8288574337,false,True,custom_scarf_inf,[],True,27773941953,,Litographs,,,False,0.00,paid,,4.90,United States,Colorado,Fort Collins,80525,1
356625874957,192865533965,2018-01-31 16:53:19,2018-01-31 11:53:19-05:00,custom_scarf_inf_serif_burgundy_CID1517417225475429,Custom Scarf - Infinity / Single Scarf,49.00,1,Custom Scarf,Infinity / Single Scarf,0.00,0,fulfilled,False,150,True,8288574337,false,True,custom_scarf_inf,[],True,27773941953,,Litographs,,,False,0.00,paid,,0,United Kingdom,,GLASGOW,G12 0ER,2
356564205581,192833650701,2018-01-31 16:29:56,2018-01-31 11:29:56-05:00,phantom_tee_vneck_xl_burgundy2,The Phantom of the Opera - Women's V-Neck,0.00,1,The Phantom of the Opera,Women's V-Neck,0.00,0,fulfilled,False,150,True,151548955,false,True,phantom_tee_vneck,[],True,25506907265,,Litographs,,,False,0.00,paid,,0,United States,Missouri,TROY,63379-3437,1
356559355917,192830832653,2018-01-31 16:28:00,2018-01-31 11:28:00-05:00,custom_scarf_inf_script_red_CID1517415860893486,Custom Scarf - Infinity / Single Scarf,49.00,1,Custom Scarf,Infinity / Single Scarf,0.00,0,fulfilled,False,150,True,8288574337,false,True,custom_scarf_inf,[],True,27773941953,,Litographs,,,False,0.00,paid,,0,United States,Washington,Seattle,98109,2
356556701709,192829292557,2018-01-31 16:27:01,2018-01-31 11:27:01-05:00,littleprince_tee_women_l_orange1,The Little Prince - Women's Crew,0.00,1,The Little Prince,Women's Crew,0.00,0,fulfilled,False,150,True,7168153537,false,True,littleprince_tee_women,[],True,25506774017,,Litographs,,,False,0.00,paid,,0,United States,Idaho,BLACKFOOT,83221-6103,2
356550606861,192826310669,2018-01-31 16:24:26,2018-01-31 11:24:26-05:00,default_grabbag_tee_vneck_xl,T-shirt Grab Bag - Women's V-Neck / XL,0.00,1,T-shirt Grab Bag,Women's V-Neck / XL,0.00,0,fulfilled,False,150,True,8644745037,true,True,default_grabbag_tee_vneck_xl,[],False,29613108109,shopify,Litographs,,,False,0.00,paid,,0,United States,Alabama,MERIDIANVILLE,35759-2433,2
356546248717,192824115213,2018-01-31 16:23:01,2018-01-31 11:23:01-05:00,peter_scarf_inf_script_navyblue,Peter Pan - Infinity,0.00,1,Peter Pan,Infinity,0.00,0,fulfilled,False,150,True,8161704385,false,True,peter_scarf_inf,[],True,27124636865,,Litographs,,,False,0.00,paid,,0,Australia,,Ashford,5035,2
356534976525,192818216973,2018-01-31 16:18:26,2018-01-31 11:18:26-05:00,frogtoad_tee_women_m_lavender,Frog and Toad - Women's Crew,0.00,1,Frog and Toad,Women's Crew,0.00,0,fulfilled,False,150,True,33248215053,false,True,frogtoad_tee_women,[],True,284027060237,,Litographs,,,False,0.00,paid,,0,United States,Pennsylvania,Penn Run,15765,2
356535009293,192818216973,2018-01-31 16:18:26,2018-01-31 11:18:26-05:00,pb1book_tee_women_m_bw,The Princess Bride - Women's Crew,0.00,1,The Princess Bride,Women's Crew,0.00,0,fulfilled,False,150,True,3684096001,false,True,pb1_tee_women,[],True,25507009921,,Litographs,,,False,0.00,paid,,0,United States,Pennsylvania,Penn Run,15765,2
356532125709,192816709645,2018-01-31 16:17:17,2018-01-31 11:17:17-05:00,custom_scarf_inf_script_navyblue_CID1517414935204376,Custom Scarf - Infinity / Single Scarf,49.00,1,Custom Scarf,Infinity / Single Scarf,0.00,0,fulfilled,False,150,True,8288574337,false,True,custom_scarf_inf,[],True,27773941953,,Litographs,,,False,0.00,paid,,0,Malaysia,Pulau Pinang,Georgetown,10350,1
356532158477,192816709645,2018-01-31 16:17:17,2018-01-31 11:17:17-05:00,pulp1_tee_unisex_l_bw,Pulp Fiction - Unisex,34.00,1,Pulp Fiction,Unisex,0.00,0,fulfilled,False,150,True,3618293057,false,True,pulp1_tee_unisex,[],True,25505874945,,Litographs,,,False,0.00,paid,,0,Malaysia,Pulau Pinang,Georgetown,10350,1
356527079437,192813793293,2018-01-31 16:14:58,2018-01-31 11:14:58-05:00,scissors_tee_unisex_l_navyblue1,Running with Scissors - Unisex,34.00,1,Running with Scissors,Unisex,0.00,0,fulfilled,False,150,True,2030043009,false,True,scissors_tee_unisex,[],True,25505973441,,Litographs,,,False,0.00,paid,,0,United States,North Carolina,Morganton,28655,1
356427431949,192761921549,2018-01-31 15:29:18,2018-01-31 10:29:18-05:00,sherlocksolid_tee_unisex_m_sans_black,The Adventures of Sherlock Holmes - Unisex,34.00,1,The Adventures of Sherlock Holmes,Unisex,0.00,0,fulfilled,False,150,True,9534911245,false,True,sherlocksolid_tee_unisex,"[{'title': 'NY State Tax', 'price': '0.00', 'rate': 0.04, 'price_set': {'shop_money': {'amount': '0.00', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'USD'}}}, {'title': 'Monroe County Tax', 'price': '1.36', 'rate': 0.04, 'price_set': {'shop_money': {'amount': '1.36', 'currency_code': 'USD'}, 'presentment_money': {'amount': '1.36', 'currency_code': 'USD'}}}]",True,35311065293,,Litographs,,,False,1.56,paid,,0,United States,New York,Rochester,14627-1697,1
356362551309,192725417997,2018-01-31 14:53:58,2018-01-31 09:53:58-05:00,garden_tee_vneck_l_green5,The Secret Garden - Women's V-Neck,0.00,1,The Secret Garden,Women's V-Neck,0.00,0,fulfilled,False,150,True,151549813,false,True,garden_tee_vneck,[],True,25507109057,,Litographs,,,False,0.00,paid,,0,United States,Indiana,Unionville,47468-9756,4
356187734029,192625901581,2018-01-31 12:55:21,2018-01-31 07:55:21-05:00,frogtoad_scarf_inf_serif_navyblue,Frog and Toad - Infinity,39.00,1,Frog and Toad,Infinity,0.00,0,fulfilled,False,150,True,33255751693,false,True,frogtoad_scarf_inf,"[{'title': 'NY State Tax', 'price': '0.00', 'rate': 0.04, 'price_set': {'shop_money': {'amount': '0.00', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'USD'}}}, {'title': 'Ulster County Tax', 'price': '1.40', 'rate': 0.04, 'price_set': {'shop_money': {'amount': '1.40', 'currency_code': 'USD'}, 'presentment_money': {'amount': '1.40', 'currency_code': 'USD'}}}]",True,284134965261,,Litographs,,,False,1.60,partially_refunded,,3.90,United States,New York,Highland,12528,1
356027957261,192533495821,2018-01-31 09:55:18,2018-01-31 04:55:18-05:00,wizard_tee_vneck_m_lightblue1,The Wonderful Wizard of Oz - Women's V-Neck,34.00,1,The Wonderful Wizard of Oz,Women's V-Neck,0.00,0,fulfilled,False,150,True,387195245,false,True,wizard_tee_vneck,[],True,25507295553,,Litographs,,,False,0.00,paid,,0,Australia,New South Wales,Griffith,2680,1
355985850381,192510263309,2018-01-31 08:49:42,2018-01-31 03:49:42-05:00,kingkiller1_scarf_inf_serif_black,The Name of the Wind - Infinity,39.00,1,The Name of the Wind,Infinity,0.00,0,fulfilled,False,150,True,8551341901,false,True,kingkiller1_scarf_inf,[],True,29126093837,,Litographs,,,False,0.00,paid,,3.90,Australia,Western Australia,Harrisdale,6112,1
355928211469,192479166477,2018-01-31 07:42:39,2018-01-31 02:42:39-05:00,kingkiller1_12x16_black,The Name of the Wind - 12x16 Matted,19.00,1,The Name of the Wind,12x16 Matted,0.00,0,fulfilled,False,227,True,8551335053,false,True,kingkiller1_12x16,"[{'title': 'NY State Tax', 'price': '0.68', 'rate': 0.04, 'price_set': {'shop_money': {'amount': '0.68', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.68', 'currency_code': 'USD'}}}, {'title': 'Kings County Tax', 'price': '0.83', 'rate': 0.04875, 'price_set': {'shop_money': {'amount': '0.83', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.83', 'currency_code': 'USD'}}}]",True,29126038413,,Litographs,,,False,1.51,paid,,8.70,United States,New York,Brooklyn,11213,1
355928244237,192479166477,2018-01-31 07:42:39,2018-01-31 02:42:39-05:00,slowregard_tee_unisex_m_darkblue,The Slow Regard of Silent Things - Unisex,34.00,1,The Slow Regard of Silent Things,Unisex,0.00,0,fulfilled,False,150,True,2239241473,false,True,slowregard_tee_unisex,"[{'title': 'NY State Tax', 'price': '0.00', 'rate': 0.04, 'price_set': {'shop_money': {'amount': '0.00', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'USD'}}}, {'title': 'Kings County Tax', 'price': '0.00', 'rate': 0.04875, 'price_set': {'shop_money': {'amount': '0.00', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'USD'}}}]",True,25507124225,,Litographs,,,False,1.51,paid,,8.70,United States,New York,Brooklyn,11213,1
355928277005,192479166477,2018-01-31 07:42:39,2018-01-31 02:42:39-05:00,pb2book_tee_vneck_s_lightblue14,The Princess Bride - Women's V-Neck,34.00,1,The Princess Bride,Women's V-Neck,0.00,0,fulfilled,False,150,True,3684131009,false,True,pb2_tee_vneck,"[{'title': 'NY State Tax', 'price': '0.00', 'rate': 0.04, 'price_set': {'shop_money': {'amount': '0.00', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'USD'}}}, {'title': 'Kings County Tax', 'price': '0.00', 'rate': 0.04875, 'price_set': {'shop_money': {'amount': '0.00', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'USD'}}}]",True,25507021825,,Litographs,,,False,1.51,paid,,8.70,United States,New York,Brooklyn,11213,1
355823779853,192424706061,2018-01-31 05:39:05,2018-01-31 00:39:05-05:00,pb1film_18x24_darkblue,The Princess Bride - 18x24,24.00,1,The Princess Bride,18x24,0.00,0,fulfilled,False,227,True,3684094913,false,True,pb1_18x24,[],True,25511924929,,Litographs,,,False,0.00,paid,,0,United States,Virginia,Charlottesville,22903,2
355681009677,192347340813,2018-01-31 03:51:33,2018-01-30 22:51:33-05:00,matilda_scarf_inf_script_green3,Matilda - Infinity,39.00,1,Matilda,Infinity,0.00,0,fulfilled,False,150,True,151426007053,false,True,matilda_scarf_inf,[],True,1593792659469,,Litographs,,,False,0.00,paid,,0,Australia,South Australia,Adelaide,5158,1
355681042445,192347340813,2018-01-31 03:51:33,2018-01-30 22:51:33-05:00,mazerunner_tee_unisex_m_lavender,The Maze Runner - Unisex,34.00,1,The Maze Runner,Unisex,0.00,0,fulfilled,False,150,True,9745128013,false,True,mazerunner_tee_unisex,[],True,36479201805,,Litographs,,,False,0.00,paid,,0,Australia,South Australia,Adelaide,5158,1
355650437133,192331120653,2018-01-31 03:31:56,2018-01-30 22:31:56-05:00,huck_18x24_brown,Adventures of Huckleberry Finn - 18x24,24.00,1,Adventures of Huckleberry Finn,18x24,0.00,0,fulfilled,False,227,True,104761469,false,True,huck_18x24,[],True,25510536641,,Litographs,,,False,0.00,paid,,0,United States,Texas,Amarillo,79119,1
355621208077,192314736653,2018-01-31 03:13:24,2018-01-30 22:13:24-05:00,cthulhu_tee_unisex_2xl_burgundy,The Call of Cthulhu - Unisex,34.00,1,The Call of Cthulhu,Unisex,0.00,0,fulfilled,False,150,True,343466537,true,True,cthulhu_tee_unisex,[],True,25506404545,,Litographs,,default,False,0.00,paid,,0,United States,Illinois,LANSING,60438-2007,1
355532996621,192266928141,2018-01-31 02:19:10,2018-01-30 21:19:10-05:00,lightning_tee_unisex_s_seagreen1,The Lightning Thief - Unisex,34.00,1,The Lightning Thief,Unisex,0.00,0,fulfilled,False,150,True,10724499533,false,True,lightning_tee_unisex,[],True,43990666829,,Litographs,,,False,0.00,paid,,0,United States,Florida,Celebration ,34747,1
355519791117,192259817485,2018-01-31 02:11:40,2018-01-30 21:11:40-05:00,persuasion_scarf_inf_serif_black,Persuasion - Infinity,39.00,1,Persuasion,Infinity,0.00,0,fulfilled,False,150,True,7833045057,false,True,persuasion_scarf_inf,[],True,25455929601,,Litographs,,,False,0.00,paid,,3.90,Australia,Northern Territory,Nakara,0810,1
355319971853,192151748621,2018-01-31 00:17:43,2018-01-30 19:17:43-05:00,littleprince_tee_unisex_xl_lavender,The Little Prince - Unisex,34.00,1,The Little Prince,Unisex,0.00,0,fulfilled,False,150,True,7168153537,false,True,littleprince_tee_unisex,[],True,25506773889,,Litographs,,,False,0.00,paid,,3.40,United States,Virginia,Lynchburg,24502,1
355292446733,192136970253,2018-01-31 00:01:41,2018-01-30 19:01:41-05:00,pride_tee_women_m_bw,Pride and Prejudice - Women's Crew,34.00,1,Pride and Prejudice,Women's Crew,0.00,0,fulfilled,False,150,True,151544279,false,True,pride_tee_women,[],True,25505829185,,Litographs,,,False,0.00,paid,,0,United States,Minnesota,Belle Plaine,56011,1
355274227725,192126844941,2018-01-30 23:51:10,2018-01-30 18:51:10-05:00,glasssolid_tee_unisex_s_serif_navyblue,Throne of Glass - Unisex,34.00,1,Throne of Glass,Unisex,0.00,0,fulfilled,False,150,True,9743739597,false,True,glasssolid_tee_unisex,[],True,36474848013,,Litographs,,,False,0.00,paid,,0,Australia,Northern Territory,Darwin,0801,1
355239723021,192107282445,2018-01-30 23:31:09,2018-01-30 18:31:09-05:00,alice_scarf_inf_script_purple,Alice's Adventures in Wonderland - Infinity,39.00,1,Alice's Adventures in Wonderland,Infinity,0.00,0,fulfilled,False,150,True,7833278529,true,True,alice_scarf_inf,[],True,25457486465,,Litographs,,quickship,False,0.00,paid,,0,United States,Wisconsin,Sheboygan Falls,53085,1
355220160525,192097255437,2018-01-30 23:20:39,2018-01-30 18:20:39-05:00,custom_scarf_inf_script_navyblue_CID1517354235818406,Custom Scarf - Infinity / Single Scarf,49.00,1,Custom Scarf,Infinity / Single Scarf,0.00,0,fulfilled,False,150,True,8288574337,false,True,custom_scarf_inf,[],True,27773941953,,Litographs,,,False,0.00,paid,,49.00,United States,Ohio,CIncinnati,45206,4
355152461837,192059441165,2018-01-30 22:42:46,2018-01-30 17:42:46-05:00,pi_tee_unisex_l_green,Pi - Unisex,34.00,1,Pi,Unisex,0.00,0,fulfilled,False,150,True,425610977,false,True,pi_tee_unisex,[],True,25505668289,,Litographs,,,False,0.00,paid,,0,United States,Texas,Houston,77064,1
355152494605,192059441165,2018-01-30 22:42:46,2018-01-30 17:42:46-05:00,wuthering_scarf_inf_script_burgundy,Wuthering Heights - Infinity,39.00,1,Wuthering Heights,Infinity,0.00,0,fulfilled,False,150,True,7832690689,true,True,wuthering_scarf_inf,[],True,25453724673,,Litographs,,default,False,0.00,paid,,0,United States,Texas,Houston,77064,1
355150233613,192057868301,2018-01-30 22:41:14,2018-01-30 17:41:14-05:00,franklin_tote_navyblue1,The Autobiography of Benjamin Franklin,29.00,1,The Autobiography of Benjamin Franklin,,0.00,0,fulfilled,False,454,True,151546479,false,True,franklin_tote,[],True,25476387393,,Litographs,,,False,0.00,paid,,0,United States,Connecticut,Norwalk,06850,3
355089514509,192024739853,2018-01-30 22:09:29,2018-01-30 17:09:29-05:00,littleprince_tee_vneck_m_lavender,The Little Prince - Women's V-Neck,34.00,1,The Little Prince,Women's V-Neck,0.00,0,fulfilled,False,150,True,7168153537,false,True,littleprince_tee_vneck,[],True,25506773953,,Litographs,,,False,0.00,paid,,0,Spain,Madrid,Madrid,28039,2
355061104653,192009207821,2018-01-30 21:55:30,2018-01-30 16:55:30-05:00,pi_tee_women_s_navyblue1,Pi - Women's Crew,34.00,1,Pi,Women's Crew,0.00,0,fulfilled,False,150,True,425610977,false,True,pi_tee_women,"[{'title': 'NY State Tax', 'price': '0.00', 'rate': 0.04, 'price_set': {'shop_money': {'amount': '0.00', 'currency_code': 'USD'}, 'presentment_money': {'amount': '0.00', 'currency_code': 'USD'}}}, {'title': 'Suffolk County Tax', 'price': '1.58', 'rate': 0.04625, 'price_set': {'shop_money': {'amount': '1.58', 'currency_code': 'USD'}, 'presentment_money': {'amount': '1.58', 'currency_code': 'USD'}}}]",True,25505668673,,Litographs,,,False,3.15,paid,,0,United States,New York,Lake Grove,11755-2242,1
